City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Lingyuan,CN,41.24,119.4011,76.57,69,75,9.91,broken clouds
347,Beringovskiy,RU,63.05,179.3167,57.07,78,100,9.1,overcast clouds
348,Binghamton,US,42.0987,-75.918,73.92,54,100,9.22,overcast clouds
349,Marivan,IR,35.5219,46.176,73.49,28,0,3.06,clear sky
350,Oranjemund,NA,-28.55,16.4333,51.62,68,95,4.85,overcast clouds
351,Waipawa,NZ,-41.4122,175.5153,50.99,70,100,3.2,overcast clouds
352,Port Hardy,CA,50.6996,-127.4199,60.98,94,75,5.75,broken clouds
353,Esqueda,MX,30.7167,-109.5833,69.87,76,97,9.71,light rain
354,Hamilton,US,39.1834,-84.5333,72.9,92,100,3.44,overcast clouds
355,Grand-Santi,GF,4.25,-54.3833,71.65,98,100,1.81,overcast clouds
356,Xining,CN,36.6167,101.7667,58.5,83,100,2.48,overcast clouds
357,Ust-Barguzin,RU,53.45,108.9833,62.17,62,93,6.04,overcast clouds
358,Muros,ES,42.7762,-9.0603,62.83,90,7,2.93,clear sky
359,Lander,US,42.833,-108.7307,67.98,69,100,5.75,overcast clouds
360,Mayumba,GA,-3.432,10.6554,68.31,91,17,3.53,few clouds
361,Kloulklubed,PW,7.0419,134.2556,82.9,73,73,4.41,broken clouds
362,Tevaitoa,PF,-16.7833,-151.5,78.75,76,7,12.66,light rain
363,Lavrentiya,RU,65.5833,-171.0,42.76,72,31,6.49,scattered clouds
364,Atar,MR,20.5169,-13.0499,84.74,53,100,7.34,overcast clouds
365,Neiafu,TO,-18.65,-173.9833,77.68,78,75,14.97,broken clouds
366,Yekimovichi,RU,54.1129,33.2965,62.76,84,88,5.95,overcast clouds
367,Stralsund,DE,54.3091,13.0818,68.05,82,44,7.11,scattered clouds
368,Ipixuna,BR,-1.7625,-48.8043,74.07,81,24,3.56,few clouds
369,Forest,US,37.3638,-79.2897,69.85,93,100,0.0,overcast clouds
370,Payo,ID,-3.7508,103.6372,82.9,68,93,2.3,overcast clouds
371,Yerbogachen,RU,61.2767,108.0108,55.98,58,48,3.02,scattered clouds
372,Kuching,MY,1.55,110.3333,80.82,89,20,5.01,few clouds
373,Marsh Harbour,BS,26.5412,-77.0636,83.8,70,51,7.72,broken clouds
374,Bozoum,CF,6.3193,16.3799,67.32,96,100,6.02,light rain
375,San Rafael,AR,-34.6177,-68.3301,51.76,43,34,6.78,scattered clouds
376,Moose Factory,CA,51.2585,-80.6094,57.2,76,0,2.3,clear sky
377,San Policarpo,PH,12.1791,125.5072,82.18,75,95,4.97,overcast clouds
378,Catio,GW,11.2833,-15.25,75.6,93,99,7.09,moderate rain
379,Warrnambool,AU,-38.3833,142.4833,54.21,75,96,22.41,overcast clouds
380,Rostovka,RU,55.3842,71.8891,54.18,69,7,12.01,clear sky
381,Butte,US,39.6499,-121.5677,97.38,9,0,3.44,clear sky
382,Belle Fourche,US,44.6714,-103.8522,85.32,35,100,4.63,overcast clouds
383,Buraydah,SA,26.326,43.975,90.05,19,4,9.19,clear sky
384,Salinas,US,36.6777,-121.6555,81.21,66,0,12.66,clear sky
385,Mbaiki,CF,3.8678,17.9892,69.91,87,100,2.98,overcast clouds
386,Novopavlovka,RU,51.2172,109.2091,71.65,50,5,5.44,clear sky
387,Nurota,UZ,40.5614,65.6886,77.88,25,0,4.0,clear sky
388,Waingapu,ID,-9.6567,120.2641,84.9,55,8,17.18,clear sky
389,Belmonte,BR,-15.8631,-38.8828,69.62,78,69,6.38,broken clouds
390,Kulu,TR,39.0951,33.0799,74.07,42,10,1.74,clear sky
391,Saint-Augustin,CA,51.226,-58.6502,59.16,98,100,14.88,overcast clouds
392,La Ciotat,FR,43.1748,5.6045,73.81,77,2,5.1,clear sky
393,Souris,CA,49.6172,-100.2612,80.46,65,96,8.3,overcast clouds
394,Pimentel,PE,-6.8367,-79.9342,62.19,88,7,18.48,clear sky
395,Port Hedland,AU,-20.3167,118.5667,86.05,30,2,8.05,clear sky
396,Nalut,LY,30.3333,10.85,85.68,21,0,5.01,clear sky
397,Mapiripan,CO,2.8892,-72.1256,71.2,95,48,3.02,scattered clouds
398,Erzin,TR,36.9559,36.2,74.91,90,41,4.83,scattered clouds
399,Akdepe,TM,42.0551,59.3788,71.69,36,0,8.9,clear sky
400,Harare,ZW,-17.8294,31.0539,57.81,33,0,1.43,clear sky
401,Sibenik,HR,43.7272,15.9058,67.66,83,3,2.26,clear sky
402,Den Helder,NL,52.9599,4.7593,71.98,93,100,5.01,mist
403,Uberlandia,BR,-18.9186,-48.2772,69.01,42,0,6.91,clear sky
404,Faya,SA,18.3851,42.4509,64.92,70,100,3.8,overcast clouds
405,Lagoa,PT,39.05,-27.9833,73.98,82,1,12.62,clear sky
406,Khani,GE,41.9563,42.9566,63.97,50,0,5.93,clear sky
407,Bahia Blanca,AR,-38.7196,-62.2724,48.67,87,52,3.2,broken clouds
408,Purranque,CL,-40.9167,-73.1667,40.33,98,14,3.29,light rain
409,Monaragala,LK,6.8714,81.3487,80.51,72,87,2.62,overcast clouds
410,Prince Rupert,CA,54.3161,-130.3201,66.29,72,40,10.36,scattered clouds
411,The Pas,CA,53.8251,-101.2541,71.62,73,40,8.05,scattered clouds
412,Hofn,IS,64.2539,-15.2082,46.8,69,29,10.29,scattered clouds
413,Dunedin,NZ,-45.8742,170.5036,51.22,60,100,12.3,overcast clouds
414,Anadyr,RU,64.75,177.4833,59.5,77,40,8.95,light rain
415,Noto,IT,36.8901,15.0693,72.59,74,0,5.23,clear sky
416,Buenos Aires,AR,-34.6132,-58.3772,66.97,83,0,2.3,clear sky
417,Terra Santa,BR,-2.1042,-56.4869,73.98,86,97,3.06,overcast clouds
418,Polson,US,47.6936,-114.1632,82.78,30,0,4.07,clear sky
419,Kamaishi,JP,39.2667,141.8833,79.34,75,97,3.78,overcast clouds
420,Mahina,PF,-17.5065,-149.489,82.17,65,20,6.91,few clouds
421,Ilo,PE,-17.6394,-71.3375,58.44,81,76,4.92,broken clouds
422,Tomatlan,MX,19.9333,-105.25,76.05,97,100,3.24,overcast clouds
423,Pontianak,ID,-0.0333,109.3333,82.38,78,20,3.44,few clouds
424,Waspan,NI,14.7419,-83.9717,75.56,95,100,3.15,overcast clouds
425,Nyurba,RU,63.2842,118.3319,57.87,72,100,8.21,overcast clouds
426,Ambilobe,MG,-13.2,49.05,62.87,81,3,4.5,clear sky
427,Bage,BR,-31.3314,-54.1069,62.6,82,3,16.46,clear sky
428,Kyshtovka,RU,56.555,76.6271,51.71,89,50,12.77,scattered clouds
429,Honiara,SB,-9.4333,159.95,83.82,73,27,4.88,scattered clouds
430,Dondo,MZ,-19.6094,34.7431,63.91,55,0,2.91,clear sky
431,Fortuna,US,40.5982,-124.1573,63.93,86,100,9.22,overcast clouds
432,General Roca,AR,-39.0333,-67.5833,50.63,44,55,23.64,broken clouds
433,Nuuk,GL,64.1835,-51.7216,45.88,93,100,18.99,overcast clouds
434,Capitan Bado,PY,-23.2667,-55.5333,69.98,49,0,10.83,clear sky
435,Samarai,PG,-10.6167,150.6667,83.41,72,25,9.46,scattered clouds
436,Mangai,CD,-4.05,19.5333,70.0,48,22,2.08,few clouds
437,Tasiilaq,GL,65.6145,-37.6368,42.96,64,100,4.81,overcast clouds
438,Nanortalik,GL,60.1432,-45.2371,44.29,98,91,6.82,overcast clouds
439,Najran,SA,17.4924,44.1277,84.85,33,100,4.41,overcast clouds
440,Newport,GB,51.5877,-2.9984,70.68,71,14,4.99,few clouds
441,Bubaque,GW,11.2833,-15.8333,78.31,85,100,16.93,light rain
442,Muscat,OM,23.6139,58.5922,89.62,55,11,3.8,few clouds
443,Yatou,CN,37.15,122.3833,84.43,86,89,19.42,moderate rain
444,Launceston,AU,-41.45,147.1667,54.34,81,100,16.11,light rain
445,Tselinnoye,RU,53.0833,85.6667,59.36,61,3,12.59,clear sky
446,Gazli,UZ,40.1333,63.45,81.3,21,0,9.48,clear sky
447,Quang Ngai,VN,15.1167,108.8,84.58,74,100,2.13,overcast clouds
448,Bintulu,MY,3.1667,113.0333,81.01,83,20,2.3,few clouds
449,Lufilufi,WS,-13.8745,-171.5986,82.18,79,51,15.39,light rain
450,Oudtshoorn,ZA,-33.5907,22.2014,40.14,85,6,1.52,clear sky
451,Salym,RU,60.0625,71.4789,49.68,70,100,10.2,overcast clouds
452,Nabire,ID,-3.3667,135.4833,82.35,76,100,4.41,overcast clouds
453,Carroll,US,39.5501,-77.0164,71.87,72,100,1.99,overcast clouds
454,Palmer,US,42.1584,-72.3287,71.15,70,20,6.91,few clouds
455,Jinchang,CN,38.4953,102.1739,75.31,30,73,4.38,broken clouds
456,Marovoay,MG,-16.1,46.6333,62.91,73,0,5.5,clear sky
457,Kingaroy,AU,-26.5333,151.8333,61.32,39,0,7.78,clear sky
458,Sedro-Woolley,US,48.5039,-122.2361,78.57,65,0,1.01,clear sky
459,Narasannapeta,IN,18.4167,84.05,80.19,81,100,10.38,moderate rain
460,Onguday,RU,50.75,86.15,62.96,59,15,1.32,few clouds
461,Mutoko,ZW,-17.397,32.2268,56.28,40,0,3.76,clear sky
462,Ainazi,LV,57.8636,24.3578,65.52,79,100,9.57,overcast clouds
463,Gravdal,NO,68.1214,13.5031,52.59,72,96,9.04,overcast clouds
464,Gondanglegi,ID,-7.7479,112.0132,83.32,70,11,5.86,few clouds
465,Soller,ES,39.7662,2.7152,82.85,64,1,1.81,clear sky
466,San Felipe,VE,10.3399,-68.7425,71.46,93,83,4.61,broken clouds
467,Ojinaga,MX,29.5667,-104.4167,95.41,33,0,10.36,clear sky
468,Linares,CL,-35.85,-71.6,43.74,93,97,3.56,overcast clouds
469,Traiguen,CL,-38.25,-72.6833,35.85,97,91,5.35,light rain
470,Kaeo,NZ,-35.1,173.7833,58.32,94,100,9.89,moderate rain
471,Viedma,AR,-40.8135,-62.9967,50.92,42,63,12.73,broken clouds
472,Westfield,US,42.1251,-72.7495,71.11,67,0,6.91,clear sky
473,Namibe,AO,-15.1961,12.1522,59.79,87,3,3.24,clear sky
474,Acapulco,MX,16.8634,-99.8901,84.02,74,75,4.61,broken clouds
475,Langsa,ID,4.4683,97.9683,79.7,83,100,1.86,heavy intensity rain
476,Emba,KZ,48.8264,58.1442,72.95,31,0,23.73,clear sky
477,Baltoji Voke,LT,54.6,25.2,68.45,83,0,8.05,clear sky
478,Aguililla,MX,18.7333,-102.7333,66.96,97,97,4.94,overcast clouds
479,Narsaq,GL,60.9167,-46.05,50.22,94,73,1.5,broken clouds
480,Sao Felix Do Xingu,BR,-6.6447,-51.995,74.16,65,19,0.89,few clouds
481,Kupang,ID,-10.1667,123.5833,85.78,51,32,14.05,scattered clouds
482,Howard Springs,AU,-12.497,131.047,85.82,56,8,11.25,clear sky
483,Changji,CN,44.0167,87.3167,81.39,28,0,2.24,clear sky
484,Catumbela,AO,-12.4314,13.5472,65.82,91,7,3.78,clear sky
485,Churapcha,RU,62.0025,132.4325,70.83,51,99,8.63,overcast clouds
486,Menongue,AO,-14.6585,17.691,51.48,25,0,1.05,clear sky
487,Kenora,CA,49.8167,-94.4337,74.37,68,75,3.44,broken clouds
488,Carutapera,BR,-1.195,-46.02,75.24,88,79,4.56,broken clouds
489,Lethem,GY,3.3803,-59.7968,77.85,71,90,5.5,overcast clouds
490,La Primavera,CO,5.4906,-70.4092,74.66,92,97,2.01,overcast clouds
491,Betioky,MG,-23.7167,44.3833,63.37,67,6,4.76,clear sky
492,Santa Marta,CO,11.2408,-74.199,78.85,94,75,4.61,broken clouds
493,Prainha,BR,-1.8,-53.48,76.75,74,79,1.59,broken clouds
494,Shimoda,JP,34.6667,138.95,91.11,77,97,14.94,overcast clouds
495,Padang,ID,-0.9492,100.3543,78.85,72,91,3.58,overcast clouds
496,Fairbanks,US,64.8378,-147.7164,68.22,67,40,4.61,scattered clouds
497,Loandjili,CG,-4.7561,11.8578,69.91,94,100,2.3,overcast clouds
498,Ambovombe,MG,-25.1667,46.0833,67.12,70,0,9.4,clear sky
499,San Jeronimo,PE,-11.9472,-75.2829,51.21,73,13,3.02,few clouds
500,Gigmoto,PH,13.7796,124.39,82.99,78,99,9.84,very heavy rain
501,Sidi Ali,DZ,36.0998,0.4206,77.61,65,95,7.96,overcast clouds
502,Rizhao,CN,35.4275,119.4553,88.56,73,62,13.82,broken clouds
503,Bridlington,GB,54.0831,-0.1919,60.89,88,100,1.61,overcast clouds
504,Praia,CV,14.9215,-23.5087,79.34,73,20,4.61,few clouds
505,Iquitos,PE,-3.7481,-73.2472,71.64,100,75,1.14,broken clouds
506,Mehamn,NO,71.0357,27.8492,46.35,81,65,1.14,broken clouds
507,Caldas Da Rainha,PT,39.4033,-9.1384,66.67,92,4,5.01,clear sky
508,Poya,NC,-21.35,165.15,77.07,75,99,5.44,overcast clouds
509,Souillac,MU,-20.5167,57.5167,66.58,94,75,13.8,broken clouds
510,Ilulissat,GL,69.2167,-51.1,51.82,58,75,16.11,broken clouds
511,Pauini,BR,-7.7136,-66.9764,79.32,57,20,1.92,few clouds
512,Severnoye,RU,56.3491,78.3619,50.99,90,26,12.55,scattered clouds
513,Baiyin,CN,36.5583,104.2081,66.27,64,100,3.76,overcast clouds
514,Port Shepstone,ZA,-30.7414,30.455,58.21,41,0,28.1,clear sky
515,Gumla,IN,23.05,84.55,71.13,97,100,14.58,moderate rain
516,Mount Isa,AU,-20.7333,139.5,71.37,18,6,10.36,clear sky
517,Erenhot,CN,43.6475,111.9767,68.88,51,0,13.51,clear sky
518,Coruripe,BR,-10.1256,-36.1756,71.38,88,18,8.01,few clouds
519,San Cristobal,VE,7.7669,-72.225,71.78,99,99,4.03,overcast clouds
520,Unnao,IN,26.5333,80.5,82.38,76,97,15.97,overcast clouds
521,Marystown,CA,47.1666,-55.1483,65.25,99,100,9.22,overcast clouds
522,Kiama,AU,-34.6833,150.8667,63.88,50,92,10.0,overcast clouds
523,Troitsko-Pechorsk,RU,62.7084,56.1964,46.36,79,99,5.19,overcast clouds
524,Pombas,CV,17.1503,-25.0201,76.78,87,99,5.57,overcast clouds
525,Marawi,PH,7.9986,124.2928,80.22,58,97,4.45,overcast clouds
526,Warrington,GB,53.3925,-2.5802,71.35,80,0,3.44,clear sky
527,Veraval,IN,20.9,70.3667,79.72,87,100,18.92,overcast clouds
528,Ananindeua,BR,-1.3656,-48.3722,76.91,94,75,4.61,broken clouds
529,Mehran,IR,33.1222,46.1646,90.86,20,0,9.08,clear sky
530,Kachiry,KZ,53.0675,76.1036,58.64,58,1,10.49,clear sky
531,Guozhen,CN,34.3659,107.359,86.86,35,95,5.23,overcast clouds
532,Hirado,JP,33.3597,129.5531,83.44,82,69,16.31,broken clouds
533,Were Ilu,ET,10.6,39.4333,50.34,86,95,2.01,overcast clouds
534,Stornoway,GB,58.2093,-6.3865,54.93,98,100,3.44,mist
535,Araguacu,BR,-12.9306,-49.8264,78.22,36,2,4.94,clear sky
536,Vilhena,BR,-12.7406,-60.1458,71.31,47,46,2.68,scattered clouds
537,Yasnyy,RU,51.0333,59.8742,60.84,50,2,13.78,clear sky
538,Vila Franca Do Campo,PT,37.7167,-25.4333,73.81,94,38,4.83,scattered clouds
539,Lasa,IT,46.6166,10.7002,67.08,93,65,1.68,broken clouds
540,Malindi,KE,-3.2175,40.1191,73.4,86,38,11.7,scattered clouds
541,Superior,US,46.7208,-92.1041,67.17,91,100,9.22,fog
542,Christchurch,NZ,-43.5333,172.6333,51.91,72,75,18.41,broken clouds
543,Linxia,CN,35.6003,103.2064,62.89,83,100,0.96,overcast clouds
544,Shediac,CA,46.2198,-64.5411,62.37,94,100,5.75,overcast clouds
545,Bratsk,RU,56.1325,101.6142,57.69,74,7,10.56,clear sky
546,Jaisalmer,IN,26.9147,70.9181,80.38,80,96,8.23,overcast clouds
547,Newton Stewart,GB,54.9578,-4.4832,62.08,88,100,3.62,overcast clouds
548,Picos,BR,-7.0769,-41.4669,72.37,69,2,5.86,clear sky
549,Tura,IN,25.5198,90.2201,76.69,86,91,4.56,overcast clouds
550,Sorland,NO,67.667,12.6934,53.46,80,96,15.28,overcast clouds
551,Santa Cruz,BO,-17.8,-63.1667,78.26,69,6,12.66,clear sky
552,Kalmunai,LK,7.4167,81.8167,82.72,72,100,1.32,overcast clouds
553,Okha,RU,53.5739,142.9478,60.53,81,74,6.98,broken clouds
554,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,72.05,97,100,3.24,overcast clouds
555,Sakskobing,DK,54.7997,11.626,68.11,91,62,8.37,broken clouds
556,Itupiranga,BR,-5.1347,-49.3267,75.52,43,11,2.95,few clouds
557,Tongzhou,CN,39.9053,116.5994,86.11,62,0,6.71,clear sky
558,Bull Savanna,JM,17.8868,-77.5902,77.49,80,25,4.61,scattered clouds
559,Semnan,IR,35.5729,53.3971,76.84,19,0,2.3,clear sky
560,Tagusao,PH,9.1924,117.8141,82.26,73,98,5.55,overcast clouds
561,Pacifica,US,37.6138,-122.4869,78.24,85,20,26.46,mist
562,Luena,AO,-11.7833,19.9167,53.47,34,25,2.75,scattered clouds
563,Tanete,ID,-3.9443,119.7848,84.2,58,97,14.34,overcast clouds
564,Oksfjord,NO,70.2396,22.3479,48.38,80,99,5.95,overcast clouds
565,Homer,US,59.6425,-151.5483,58.77,73,100,5.75,overcast clouds
566,Lomovka,RU,53.9194,58.3672,51.24,75,1,3.22,clear sky
567,Olavarria,AR,-36.8927,-60.3225,54.01,91,100,4.79,moderate rain
568,Bairnsdale,AU,-37.8333,147.6167,55.71,57,97,12.39,overcast clouds
569,Paita,PE,-5.0892,-81.1144,63.95,86,11,15.5,few clouds
570,Baykit,RU,61.67,96.37,55.56,80,100,7.74,overcast clouds
571,Nara,JP,34.6851,135.8049,94.96,43,100,5.55,overcast clouds
572,Balclutha,NZ,-46.2339,169.75,52.34,61,100,5.59,overcast clouds
573,Tecoanapa,MX,16.5167,-98.75,80.85,78,100,4.94,overcast clouds
574,Inirida,CO,3.8653,-67.9239,72.86,93,83,1.92,broken clouds
575,Eyrarbakki,IS,63.863,-21.1481,46.45,77,2,10.38,clear sky
576,Shubarshi,KZ,48.5872,57.1869,76.41,33,0,16.73,clear sky
577,Hami,CN,42.8,93.45,85.77,16,0,14.65,clear sky
578,Sistranda,NO,63.7256,8.834,58.96,87,98,6.46,overcast clouds
579,Nedjo,ET,9.5046,35.5019,58.14,100,100,1.34,light rain
580,Dalian,CN,38.9122,121.6022,78.73,83,75,13.42,broken clouds
581,Whitianga,NZ,-36.8333,175.7,55.92,72,100,3.18,light rain
582,Kununurra,AU,-15.7667,128.7333,84.18,17,84,10.36,broken clouds
583,Gushikawa,JP,26.3544,127.8686,89.19,72,75,13.8,broken clouds
584,Darhan,MN,49.4867,105.9228,68.14,62,0,7.29,clear sky
585,Mackay,AU,-21.15,149.2,76.68,40,0,6.11,clear sky
586,Zaykovo,RU,57.5613,62.7568,50.45,77,2,4.54,clear sky
587,Solnechnyy,RU,50.7214,136.6319,71.46,62,41,3.69,scattered clouds
588,Swan Hill,AU,-35.3378,143.5544,55.99,66,66,12.15,broken clouds
589,Macas,EC,-2.3167,-78.1167,65.35,94,80,2.53,broken clouds
590,Nalgonda,IN,17.05,79.2667,76.33,83,100,8.97,overcast clouds
591,Bajil,YE,15.0584,43.2851,85.66,75,100,3.04,overcast clouds
592,Westport,US,41.1415,-73.3579,73.62,63,0,9.22,clear sky
593,Shawville,CA,45.6001,-76.4827,65.86,70,99,2.04,overcast clouds
594,Dover,US,39.1582,-75.5244,71.13,76,75,8.05,broken clouds
595,Nhulunbuy,AU,-12.2333,136.7667,81.21,34,0,19.57,clear sky
596,Ostrovnoy,RU,68.0531,39.5131,46.83,77,35,7.02,scattered clouds
597,Calabozo,VE,8.9242,-67.4293,71.06,97,95,0.49,overcast clouds
598,Lundazi,ZM,-12.2929,33.1782,58.33,69,4,4.81,clear sky
599,Galesong,ID,-5.3166,119.3661,84.22,64,68,2.17,broken clouds
600,Vizinga,RU,61.0749,50.1031,49.62,76,29,3.13,scattered clouds
601,Derzhavinsk,KZ,51.1,66.3167,59.38,53,5,10.54,clear sky
602,Yashan,CN,22.1975,109.9419,85.35,77,92,3.24,overcast clouds
603,Miyakonojo,JP,31.7333,131.0667,86.14,66,89,9.66,overcast clouds
604,Nyaunglebin,MM,17.95,96.7333,78.24,92,100,2.15,overcast clouds
605,Trincomalee,LK,8.5711,81.2335,80.98,74,71,4.92,broken clouds
606,Fuyang,CN,32.9,115.8167,97.56,47,100,14.7,overcast clouds
607,Tongling,CN,30.95,117.7833,96.35,48,100,10.67,overcast clouds
608,Balaipungut,ID,1.05,101.2833,82.33,75,100,2.98,overcast clouds
609,Sinnamary,GF,5.3833,-52.95,78.03,80,86,7.45,overcast clouds
610,Phalodi,IN,27.1333,72.3667,81.18,77,100,7.94,overcast clouds
611,Aksaray,TR,38.3726,34.0254,71.22,36,4,5.59,clear sky
612,Noyabrsk,RU,63.1994,75.4507,42.44,89,100,24.56,light rain
613,Maniitsoq,GL,65.4167,-52.9,42.87,94,100,19.73,light rain
614,Ola,RU,59.5833,151.2833,64.15,79,100,4.18,overcast clouds
615,Libenge,CD,3.65,18.6333,70.63,89,100,2.68,overcast clouds
616,Napier,NZ,-39.4833,176.9167,55.27,53,100,1.99,overcast clouds
617,Hirara,JP,24.8,125.2833,89.46,84,40,18.41,scattered clouds
618,Artigas,UY,-30.4,-56.4667,62.37,90,2,13.04,clear sky
619,Ahar,IR,38.4774,47.0699,65.37,48,0,3.6,clear sky
620,Cayenne,GF,4.9333,-52.3333,81.09,1,20,0.0,few clouds
621,Ca Mau,VN,9.1769,105.15,85.3,67,100,9.04,overcast clouds
622,Le Vauclin,MQ,14.5452,-60.8388,79.84,100,29,3.44,scattered clouds
623,Kutum,SD,14.2,24.6667,71.24,80,20,7.34,few clouds
624,Bandipur,NP,27.9333,84.4167,71.01,90,58,1.32,broken clouds
625,Mezen,RU,65.8522,44.24,48.72,94,49,4.29,scattered clouds
626,Arman,RU,59.7,150.1667,64.02,87,100,3.51,overcast clouds
627,Segezha,RU,63.7415,34.3222,57.94,79,8,2.95,clear sky
628,Alakurtti,RU,66.9672,30.3491,46.67,70,81,0.43,broken clouds
629,Yar-Sale,RU,66.8333,70.8333,45.77,72,66,19.71,broken clouds
630,Pangai,TO,-19.8,-174.35,78.91,78,20,17.27,few clouds
631,Lima,PE,-12.0432,-77.0282,60.91,83,100,12.66,mist
632,Sechura,PE,-5.5569,-80.8222,63.64,85,4,16.82,clear sky
633,Pithoragarh,IN,29.5833,80.2167,62.11,97,100,4.32,overcast clouds
634,Tagcatong,PH,9.0022,125.2569,84.22,66,100,1.36,moderate rain
635,Shakiso,ET,5.75,38.9167,59.41,89,100,1.14,overcast clouds
636,Krasnyy Oktyabr,RU,56.1167,38.8833,61.12,76,98,4.12,overcast clouds
637,Srednekolymsk,RU,67.45,153.6833,53.15,41,3,13.24,clear sky
638,Half Moon Bay,US,37.4636,-122.4286,82.02,79,100,26.46,mist
639,Wanganui,NZ,-39.9333,175.05,55.6,64,100,4.0,overcast clouds
640,Labytnangi,RU,66.6572,66.4183,48.27,70,13,9.51,few clouds
641,Royan,FR,45.6285,-1.0281,67.78,87,40,11.25,scattered clouds
642,Lhokseumawe,ID,5.1801,97.1507,80.82,79,62,2.93,moderate rain
643,Pedro Carbo,EC,-1.8333,-80.2333,69.89,84,30,5.97,scattered clouds
644,Takaungu,KE,-3.6837,39.8566,72.54,88,49,11.77,scattered clouds
645,Machali,CL,-34.1833,-70.6667,43.54,95,100,5.5,overcast clouds
646,Mokrousovo,RU,55.8103,66.7653,52.54,72,22,8.05,few clouds
647,Athabasca,CA,54.7169,-113.2854,72.01,64,52,1.63,broken clouds
648,Flinders,AU,-34.5833,150.8552,63.68,52,97,7.0,overcast clouds
649,Katangli,RU,51.7102,143.2326,56.71,88,98,5.32,overcast clouds
650,Naze,JP,28.3667,129.4833,86.92,72,16,11.52,few clouds
651,Simao,CN,22.7886,100.9748,73.22,84,48,2.84,scattered clouds
652,Inhambane,MZ,-23.865,35.3833,70.0,83,59,21.3,broken clouds
653,Margate,GB,51.3813,1.3862,68.7,87,100,7.45,overcast clouds
654,Polunochnoye,RU,60.8697,60.4153,45.36,75,85,3.62,overcast clouds
655,Escanaba,US,45.7453,-87.0646,64.36,94,100,0.0,overcast clouds
656,Anshan,CN,41.1236,122.99,68.22,95,100,8.3,overcast clouds
657,Machico,PT,32.7,-16.7667,74.01,79,20,2.3,few clouds
658,Dezhou,CN,37.4486,116.2925,84.65,81,83,5.19,broken clouds
659,Muzhi,RU,65.3667,64.6667,49.75,73,18,14.34,few clouds
660,Ulaangom,MN,49.9811,92.0667,67.42,47,0,3.42,clear sky
661,Beyneu,KZ,45.3167,55.2,84.31,24,0,5.7,clear sky
662,Aksarka,RU,66.5606,67.7975,48.36,64,51,12.01,broken clouds
663,Kilrush,IE,52.6397,-9.4833,62.35,94,88,5.46,overcast clouds
664,Khanpur,PK,28.6453,70.6567,86.36,66,46,5.28,light rain
665,Barra Dos Coqueiros,BR,-10.9089,-37.0386,75.22,78,75,16.11,broken clouds
666,Moranbah,AU,-22.0016,148.0466,68.54,27,0,2.33,clear sky
667,Pasighat,IN,28.0667,95.3333,78.91,95,91,3.27,overcast clouds
668,Washington,US,47.5001,-120.5015,89.89,23,57,5.32,broken clouds
669,Tete,MZ,-16.1564,33.5867,64.49,63,0,3.44,clear sky
670,Suez,EG,29.9737,32.5263,73.83,75,0,6.78,clear sky
671,Totness,SR,5.8833,-56.3167,78.64,82,59,10.2,broken clouds
672,Leshukonskoye,RU,64.8989,45.7622,49.98,94,33,4.09,scattered clouds
673,Chateau-Gontier,FR,47.8333,-0.7,65.12,93,90,5.44,overcast clouds
674,Vila,PT,42.0304,-8.1588,52.68,90,0,0.29,clear sky
675,Nelson Bay,AU,-32.7167,152.15,64.45,54,30,10.0,scattered clouds
676,Hjelset,NO,62.7833,7.4833,62.38,94,40,5.75,scattered clouds
677,Nizhniy Kuranakh,RU,58.8353,125.4869,60.96,71,95,3.89,overcast clouds
678,Kathmandu,NP,27.7167,85.3167,73.62,78,20,0.0,few clouds
679,Koslan,RU,63.4564,48.8989,54.57,65,89,6.4,overcast clouds
680,Locri,IT,38.2414,16.2623,71.31,74,0,6.71,clear sky
681,Garden City,US,42.3256,-83.331,71.15,68,60,3.29,broken clouds
682,Storforshei,NO,66.4043,14.5233,54.66,94,100,4.61,overcast clouds
683,Canutama,BR,-6.5339,-64.3831,79.18,64,48,3.27,scattered clouds
684,Imbituba,BR,-28.24,-48.6703,66.09,91,94,7.0,overcast clouds
685,Sesheke,ZM,-17.4759,24.2968,55.74,23,0,5.55,clear sky
686,Alta Floresta,BR,-9.8756,-56.0861,76.59,57,21,4.0,few clouds
687,Lerwick,GB,60.1545,-1.1494,57.2,96,100,2.13,overcast clouds
688,Tarimoro,MX,20.2833,-100.75,60.76,97,100,5.5,overcast clouds
689,Yulara,AU,-25.2406,130.9889,68.72,31,0,9.17,clear sky
690,Nuqui,CO,5.7125,-77.2708,77.52,89,100,4.52,moderate rain
691,Arkansas City,US,37.062,-97.0384,91.49,37,20,5.75,few clouds
692,San Francisco,US,37.7749,-122.4194,82.22,82,20,26.46,few clouds
693,Snasa,NO,64.2457,12.3778,59.38,89,98,5.32,overcast clouds
694,Robertsport,LR,6.7533,-11.3686,75.45,91,100,11.92,moderate rain
695,Thinadhoo,MV,0.5333,72.9333,83.19,73,32,11.1,scattered clouds
696,Katobu,ID,-4.9408,122.5276,83.41,57,46,9.04,scattered clouds
697,Itacoatiara,BR,-3.1431,-58.4442,75.63,83,90,1.92,overcast clouds
