City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
634,Tagcatong,PH,84.22,moderate rain,9.0022,125.2569,SKY’S FLOATING COTTAGES
638,Half Moon Bay,US,82.02,mist,37.4636,-122.4286,"The Ritz-Carlton, Half Moon Bay"
641,Royan,FR,67.78,scattered clouds,45.6285,-1.0281,CERISE Royan - Le Grand Hôtel de la Plage
642,Lhokseumawe,ID,80.82,moderate rain,5.1801,97.1507,OYO 3278 Penginapan Alfajri
643,Pedro Carbo,EC,69.89,scattered clouds,-1.8333,-80.2333,Centro turístico y hostería oasis pedro carbo
644,Takaungu,KE,72.54,scattered clouds,-3.6837,39.8566,Takaungu House
647,Athabasca,CA,72.01,broken clouds,54.7169,-113.2854,Athabasca Lodge Motel
651,Simao,CN,73.22,scattered clouds,22.7886,100.9748,Changyu Hotel
652,Inhambane,MZ,70.0,broken clouds,-23.865,35.3833,Oceano
653,Margate,GB,68.7,overcast clouds,51.3813,1.3862,Premier Inn Margate hotel
656,Anshan,CN,68.22,overcast clouds,41.1236,122.99,7Days Inn Anshan Bus Station
657,Machico,PT,74.01,few clouds,32.7,-16.7667,Dom Pedro Madeira Hotel
658,Dezhou,CN,84.65,broken clouds,37.4486,116.2925,Zhongtai International Hotel
660,Ulaangom,MN,67.42,clear sky,49.9811,92.0667,Achit Nuur Hotel & Restaurant
661,Beyneu,KZ,84.31,clear sky,45.3167,55.2,NUR
665,Barra Dos Coqueiros,BR,75.22,broken clouds,-10.9089,-37.0386,Quality Hotel Aracaju
666,Moranbah,AU,68.54,clear sky,-22.0016,148.0466,Property Vine - Monterey Moranbah
667,Pasighat,IN,78.91,overcast clouds,28.0667,95.3333,Siang Guest House
670,Suez,EG,73.83,clear sky,29.9737,32.5263,Green House
671,Totness,SR,78.64,broken clouds,5.8833,-56.3167,STAATS LOGEERGEBOUW TOTNESS
673,Chateau-Gontier,FR,65.12,overcast clouds,47.8333,-0.7,Logis Parc Hôtel & Spa
678,Kathmandu,NP,73.62,few clouds,27.7167,85.3167,Hotel Shanker Kathmandu
680,Locri,IT,71.31,clear sky,38.2414,16.2623,Grand Hotel President
681,Garden City,US,71.15,broken clouds,42.3256,-83.331,Big Trees Mobile Home Community
683,Canutama,BR,79.18,scattered clouds,-6.5339,-64.3831,Hotel Jhennifer
684,Imbituba,BR,66.09,overcast clouds,-28.24,-48.6703,Praia Hotel Imbituba
686,Alta Floresta,BR,76.59,few clouds,-9.8756,-56.0861,Floresta Amazonica Hotel
689,Yulara,AU,68.72,clear sky,-25.2406,130.9889,Desert Gardens Hotel - Ayers Rock Resort
690,Nuqui,CO,77.52,moderate rain,5.7125,-77.2708,Hotel Nuquimar
692,San Francisco,US,82.22,few clouds,37.7749,-122.4194,Edwardian Hotel
694,Robertsport,LR,75.45,moderate rain,6.7533,-11.3686,Kwepunha Retreat
696,Katobu,ID,83.41,scattered clouds,-4.9408,122.5276,La Ode Husein
697,Itacoatiara,BR,75.63,overcast clouds,-3.1431,-58.4442,BBB Rooms Centro Itacoatiara AM
700,Karachi,PK,82.22,smoke,24.9056,67.0822,Sadaat
701,Rosarito,MX,84.67,clear sky,32.3333,-117.0333,Hotel Festival Plaza Rosarito
702,High Level,CA,71.71,scattered clouds,58.5169,-117.136,Days Inn by Wyndham High Level
703,Rincon,US,79.86,few clouds,32.296,-81.2354,Days Inn Rincon
704,Aksay,RU,83.25,broken clouds,47.26,39.87,Chernaya Zhemchuzhina
